Empresa,Nicho,Site,WhatsApp,Instagram,Google_Maps,Status,Notas,Link_WhatsApp
Eletronorte Energia Solar,Empresas de Energia Solar,http://www.eletronorteenergiasolar.com.br/,091992307070,https://www.instagram.com/solarizebelem?igsh=c2Z4Mm54bTRnNWgy,"https://www.google.com.br/maps/place/Eletronorte+Energia+Solar/@-2.9933748,-47.4295961,13z/data=!4m10!1m2!2m1!1sEmpresas+de+Energia+Solar+em+Bel%C3%A9m,+PA!3m6!1s0x92b75dc32301baed:0xd1afc270bbf79d!8m2!3d-2.9933748!4d-47.3533784!15sCidFbXByZXNhcyBkZSBFbmVyZ2lhIFNvbGFyIGVtIEJlbMOpbSwgUEGSARRzb2xhcl9lbmVyZ3lfY29tcGFueeABAA!16s%2Fg%2F11vpcnqtbq?entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQAw%3D%3D",Pendente,Presença digital completa,https://wa.me/55091992307070
SOLAR EVOLUT BELÉM,Empresas de Energia Solar,https://lojalocal.com/parceirocredenciadointelbras/52440887000132,09130751940,https://www.instagram.com/solarizebelem?igsh=c2Z4Mm54bTRnNWgy,"https://www.google.com.br/maps/place/SOLAR+EVOLUT+BEL%C3%89M/@-1.4394554,-48.5448234,13z/data=!4m10!1m2!2m1!1sEmpresas+de+Energia+Solar+em+Bel%C3%A9m,+PA!3m6!1s0x92a48da016144807:0x9ad78da659fe1fb9!8m2!3d-1.4394554!4d-48.4686057!15sCidFbXByZXNhcyBkZSBFbmVyZ2lhIFNvbGFyIGVtIEJlbMOpbSwgUEFaKCImZW1wcmVzYXMgZGUgZW5lcmdpYSBzb2xhciBlbSBiZWzDqW0gcGGSAR9zb2xhcl9lbmVyZ3lfZXF1aXBtZW50X3N1cHBsaWVymgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJvYWxCTFZsbFJFQUXgAQD6AQQIABA_!16s%2Fg%2F11qgzbf6v9?entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQAw%3D%3D",Pendente,Presença digital completa,https://wa.me/5509130751940
SegEnergy Paragominas - Energia Solar,Empresas de Energia Solar,https://lojalocal.com/parceirocredenciadointelbras/52440887000132,(91) 98304-5742,https://www.instagram.com/solarizebelem?igsh=c2Z4Mm54bTRnNWgy,"https://www.google.com.br/maps/place/SegEnergy+Paragominas+-+Energia+Solar/@-2.9922971,-47.4325509,13z/data=!4m10!1m2!2m1!1sEmpresas+de+Energia+Solar+em+Bel%C3%A9m,+PA!3m6!1s0x92b75d1da4cf5639:0x8dfdf9a5a0839d37!8m2!3d-2.9922971!4d-47.3563332!15sCidFbXByZXNhcyBkZSBFbmVyZ2lhIFNvbGFyIGVtIEJlbMOpbSwgUEGSAR9zb2xhcl9lbmVyZ3lfZXF1aXBtZW50X3N1cHBsaWVy4AEA!16s%2Fg%2F11k4x4xy9z?entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQAw%3D%3D",Pendente,Presença digital completa,https://wa.me/5591983045742
JL SOLAR - ENERGIA SOLAR NO PARÁ,Empresas de Energia Solar,http://www.jlsolar-pa.com.br/,09131971484,https://www.instagram.com/solarizebelem?igsh=c2Z4Mm54bTRnNWgy,"https://www.google.com.br/maps/place/JL+SOLAR+-+ENERGIA+SOLAR+NO+PAR%C3%81/@-1.4601055,-48.5765191,13z/data=!4m10!1m2!2m1!1sEmpresas+de+Energia+Solar+em+Bel%C3%A9m,+PA!3m6!1s0x92a48b7359887a21:0x14b9e74183cbf55!8m2!3d-1.4601055!4d-48.5003014!15sCidFbXByZXNhcyBkZSBFbmVyZ2lhIFNvbGFyIGVtIEJlbMOpbSwgUEFaKCImZW1wcmVzYXMgZGUgZW5lcmdpYSBzb2xhciBlbSBiZWzDqW0gcGGSAR9zb2xhcl9lbmVyZ3lfZXF1aXBtZW50X3N1cHBsaWVymgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJVWDBwMk4yVkJFQUXgAQD6AQQIPRAX!16s%2Fg%2F11tk81x_yr?entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQAw%3D%3D",Pendente,Presença digital completa,https://wa.me/5509131971484
Cetel - Energia solar Belém,Empresas de Energia Solar,https://loja.cetelbelem.com.br/,091986254284,https://www.instagram.com/solarizebelem?igsh=c2Z4Mm54bTRnNWgy,"https://www.google.com.br/maps/place/Cetel+-+Energia+solar+Bel%C3%A9m/@-1.3877646,-48.5112829,13z/data=!4m10!1m2!2m1!1sEmpresas+de+Energia+Solar+em+Bel%C3%A9m,+PA!3m6!1s0x92a467b970bfa879:0xcf6b0ea248b856df!8m2!3d-1.3877646!4d-48.4350652!15sCidFbXByZXNhcyBkZSBFbmVyZ2lhIFNvbGFyIGVtIEJlbMOpbSwgUEFaKCImZW1wcmVzYXMgZGUgZW5lcmdpYSBzb2xhciBlbSBiZWzDqW0gcGGSAR9zb2xhcl9lbmVyZ3lfZXF1aXBtZW50X3N1cHBsaWVymgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJIYUdGcFR6ZDNSUkFC4AEA-gEECBMQIw!16s%2Fg%2F11h4dbg4z4?entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQAw%3D%3D",Pendente,Presença digital completa,https://wa.me/55091986254284
FERREIRASOLAR - Eficiência Energética,Empresas de Energia Solar,https://lojalocal.com/parceirocredenciadointelbras/52440887000132,091993320948,https://www.instagram.com/solarizebelem?igsh=c2Z4Mm54bTRnNWgy,"https://www.google.com.br/maps/place/FERREIRASOLAR+-+Efici%C3%AAncia+Energ%C3%A9tica/@-3.0017796,-47.4395307,13z/data=!4m10!1m2!2m1!1sEmpresas+de+Energia+Solar+em+Bel%C3%A9m,+PA!3m6!1s0x92b7675ec5645be5:0x347368d9f0e00699!8m2!3d-3.0017796!4d-47.363313!15sCidFbXByZXNhcyBkZSBFbmVyZ2lhIFNvbGFyIGVtIEJlbMOpbSwgUEGSAR9zb2xhcl9lbmVyZ3lfZXF1aXBtZW50X3N1cHBsaWVy4AEA!16s%2Fg%2F11j0w6f37h?entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQAw%3D%3D",Pendente,Presença digital completa,https://wa.me/55091993320948
BRASIL SOLAR PA,Empresas de Energia Solar,https://brasilsolarpa.com.br/,091981100158,https://www.instagram.com/solarizebelem?igsh=c2Z4Mm54bTRnNWgy,"https://www.google.com.br/maps/place/BRASIL+SOLAR+PA/@-1.4345001,-48.5362634,13z/data=!4m10!1m2!2m1!1sEmpresas+de+Energia+Solar+em+Bel%C3%A9m,+PA!3m6!1s0x92a48bfb9702694b:0x6ea9218039711569!8m2!3d-1.4345001!4d-48.4600457!15sCidFbXByZXNhcyBkZSBFbmVyZ2lhIFNvbGFyIGVtIEJlbMOpbSwgUEFaKCImZW1wcmVzYXMgZGUgZW5lcmdpYSBzb2xhciBlbSBiZWzDqW0gcGGSAR9zb2xhcl9lbmVyZ3lfZXF1aXBtZW50X3N1cHBsaWVymgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5NZVc5TGVWZEJFQUXgAQD6AQQIABBI!16s%2Fg%2F11fpj80dt2?entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQAw%3D%3D",Pendente,Presença digital completa,https://wa.me/55091981100158
D'Solare Belém,Empresas de Energia Solar,https://lojalocal.com/parceirocredenciadointelbras/52440887000132,091981210996,https://www.instagram.com/solarizebelem?igsh=c2Z4Mm54bTRnNWgy,"https://www.google.com.br/maps/place/D'Solare+Bel%C3%A9m/@-1.4345001,-48.5362634,13z/data=!4m10!1m2!2m1!1sEmpresas+de+Energia+Solar+em+Bel%C3%A9m,+PA!3m6!1s0x92a48fadebff0443:0x3909cb394b18598e!8m2!3d-1.450603!4d-48.4864964!15sCidFbXByZXNhcyBkZSBFbmVyZ2lhIFNvbGFyIGVtIEJlbMOpbSwgUEFaKCImZW1wcmVzYXMgZGUgZW5lcmdpYSBzb2xhciBlbSBiZWzDqW0gcGGSARRzb2xhcl9lbmVyZ3lfY29tcGFueZoBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQycE9abVJyZHpWbFV6RTBZMVZ3ZWxsVE1XcFhiWFF6VG5wS1dVMXJSUkFC4AEA-gEFCOsCEDU!16s%2Fg%2F11ms63b365?entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQAw%3D%3D",Pendente,Presença digital completa,https://wa.me/55091981210996
USISOL Energia Solar,Empresas de Energia Solar,https://lojalocal.com/parceirocredenciadointelbras/52440887000132,091993830996,https://www.instagram.com/solarizebelem?igsh=c2Z4Mm54bTRnNWgy,"https://www.google.com.br/maps/place/USISOL+Energia+Solar/@-2.9950549,-47.4329308,13z/data=!4m10!1m2!2m1!1sEmpresas+de+Energia+Solar+em+Bel%C3%A9m,+PA!3m6!1s0x92b75daead752b3d:0x9ad789755af3be89!8m2!3d-2.9950549!4d-47.3567131!15sCidFbXByZXNhcyBkZSBFbmVyZ2lhIFNvbGFyIGVtIEJlbMOpbSwgUEGSARBjb3Jwb3JhdGVfb2ZmaWNl4AEA!16s%2Fg%2F11s47d6j0j?entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQAw%3D%3D",Pendente,Presença digital completa,https://wa.me/55091993830996
Pro Sat Solar,Empresas de Energia Solar,http://www.prosatenergiasolar.com.br/,091999659902,https://www.instagram.com/solarizebelem?igsh=c2Z4Mm54bTRnNWgy,"https://www.google.com.br/maps/place/Pro+Sat+Solar/@-1.351897,-48.5293302,13z/data=!4m10!1m2!2m1!1sEmpresas+de+Energia+Solar+em+Bel%C3%A9m,+PA!3m6!1s0x92a48b7007da0db1:0xdfc2ae2d97f6e849!8m2!3d-1.351897!4d-48.4531125!15sCidFbXByZXNhcyBkZSBFbmVyZ2lhIFNvbGFyIGVtIEJlbMOpbSwgUEFaKCImZW1wcmVzYXMgZGUgZW5lcmdpYSBzb2xhciBlbSBiZWzDqW0gcGGSAR9zb2xhcl9lbmVyZ3lfZXF1aXBtZW50X3N1cHBsaWVymgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJ4U1dXSnJlRk5UUlU1clZUQTFlRlZVYUV0a2JFWnhXRE5vYTFKV1JSQULgAQD6AQQIABBD!16s%2Fg%2F11s0zhm65g?entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQAw%3D%3D",Pendente,Presença digital completa,https://wa.me/55091999659902
OdontoLógica,Clínica Odontológica,https://wa.me/message/ZFIGMNUZMS7PA1,09137290310,Não encontrado,"https://www.google.com.br/maps/place/OdontoL%C3%B3gica/@-2.9946908,-47.4340007,13z/data=!4m10!1m2!2m1!1zQ2zDrW5pY2EgT2RvbnRvbMOzZ2ljYSBlbSBCZWzDqW0sIFBB!3m6!1s0x92b75df645e526a1:0x263a476cfd973413!8m2!3d-2.9946908!4d-47.357783!15sCiRDbMOtbmljYSBPZG9udG9sw7NnaWNhIGVtIEJlbMOpbSwgUEFaJSIjY2zDrW5pY2Egb2RvbnRvbMOzZ2ljYSBlbSBiZWzDqW0gcGGSAQ1kZW50YWxfY2xpbmljmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVEzTlVsbFUyVlJFQUXgAQD6AQQIABAo!16s%2Fg%2F11kn6rdx2z?entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQAw%3D%3D",Pendente,Oportunidade,https://wa.me/5509137290310
dra valeria oliveira,Clínica Odontológica,http://dentistadravaleriaoliveira.com.br/,091981920321,Não encontrado,"https://www.google.com.br/maps/place/dra+valeria+oliveira/@-1.4514713,-48.5498289,13z/data=!4m10!1m2!2m1!1zQ2zDrW5pY2EgT2RvbnRvbMOzZ2ljYSBlbSBCZWzDqW0sIFBB!3m6!1s0x92a48c25e25a078f:0x84f76d054bccac13!8m2!3d-1.4514713!4d-48.4736112!15sCiRDbMOtbmljYSBPZG9udG9sw7NnaWNhIGVtIEJlbMOpbSwgUEFaJSIjY2zDrW5pY2Egb2RvbnRvbMOzZ2ljYSBlbSBiZWzDqW0gcGGSAQdkZW50aXN0mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJxTm1GSVUyVm5FQUXgAQD6AQQIJhA2!16s%2Fg%2F11l6yn3hsb?entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQAw%3D%3D",Pendente,Oportunidade,https://wa.me/55091981920321
Clidente Clínica Odontológica,Clínica Odontológica,https://clidente.com.br/,09132377765,Não encontrado,"https://www.google.com.br/maps/place/Clidente+Cl%C3%ADnica+Odontol%C3%B3gica/@-1.4514713,-48.5498289,13z/data=!4m10!1m2!2m1!1zQ2zDrW5pY2EgT2RvbnRvbMOzZ2ljYSBlbSBCZWzDqW0sIFBB!3m6!1s0x92a48db0474d1de7:0x7b771d61d7a35ee9!8m2!3d-1.4488667!4d-48.4728303!15sCiRDbMOtbmljYSBPZG9udG9sw7NnaWNhIGVtIEJlbMOpbSwgUEFaJSIjY2zDrW5pY2Egb2RvbnRvbMOzZ2ljYSBlbSBiZWzDqW0gcGGSAQdkZW50aXN0mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU4xZEdOVWJUSm5SUkFC4AEA-gEECAAQRg!16s%2Fg%2F11q88vt_bf?entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQAw%3D%3D",Pendente,Oportunidade,https://wa.me/5509132377765
Oralfy Belém,Clínica Odontológica,https://oralfybelem.com.br/,091981336575,Não encontrado,"https://www.google.com.br/maps/place/Oralfy+Bel%C3%A9m/@-1.4514713,-48.5498289,13z/data=!4m10!1m2!2m1!1zQ2zDrW5pY2EgT2RvbnRvbMOzZ2ljYSBlbSBCZWzDqW0sIFBB!3m6!1s0x92a48f06e8906f35:0xae63b6a8d1da756a!8m2!3d-1.4384925!4d-48.4892105!15sCiRDbMOtbmljYSBPZG9udG9sw7NnaWNhIGVtIEJlbMOpbSwgUEFaJSIjY2zDrW5pY2Egb2RvbnRvbMOzZ2ljYSBlbSBiZWzDqW0gcGGSAQdkZW50aXN0mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5pWDA1bFVGWlJFQUXgAQD6AQQIRRA8!16s%2Fg%2F11k56dftg5?entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQAw%3D%3D",Pendente,Oportunidade,https://wa.me/55091981336575
Pará Dentes - Cabanagem - Clínica Odontológica,Clínica Odontológica,https://paradentes.com.br/,091988107778,Não encontrado,"https://www.google.com.br/maps/place/Par%C3%A1+Dentes+-+Cabanagem+-+Cl%C3%ADnica+Odontol%C3%B3gica/@-1.3687066,-48.5115103,13z/data=!4m10!1m2!2m1!1zQ2zDrW5pY2EgT2RvbnRvbMOzZ2ljYSBlbSBCZWzDqW0sIFBB!3m6!1s0x92a4611fd467c59b:0xddce59a4323fc41e!8m2!3d-1.3687066!4d-48.4352926!15sCiRDbMOtbmljYSBPZG9udG9sw7NnaWNhIGVtIEJlbMOpbSwgUEFaJSIjY2zDrW5pY2Egb2RvbnRvbMOzZ2ljYSBlbSBiZWzDqW0gcGGSAQ1kZW50YWxfY2xpbmljmgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJ4WmVtVkdSazlqYWxwcVZFVkZNVmR1Y0hsa1JsSlRWakJLUmxOWFl4QULgAQD6AQQIABAr!16s%2Fg%2F11twkmq3y3?entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQAw%3D%3D",Pendente,Oportunidade,https://wa.me/55091988107778
Clínica EquipeDente | Invisalign | Implante Dentário | Nazaré | Belém - PA,Clínica Odontológica,http://www.clinicaequipedente.com.br/,09131971125,Não encontrado,"https://www.google.com.br/maps/place/Cl%C3%ADnica+EquipeDente+%7C+Invisalign+%7C+Implante+Dent%C3%A1rio+%7C+Nazar%C3%A9+%7C+Bel%C3%A9m+-+PA/@-1.4515353,-48.5592686,13z/data=!4m10!1m2!2m1!1zQ2zDrW5pY2EgT2RvbnRvbMOzZ2ljYSBlbSBCZWzDqW0sIFBB!3m6!1s0x92a48e9cbdeff7eb:0x1b81659aa58f317b!8m2!3d-1.4515353!4d-48.4830509!15sCiRDbMOtbmljYSBPZG9udG9sw7NnaWNhIGVtIEJlbMOpbSwgUEFaJSIjY2zDrW5pY2Egb2RvbnRvbMOzZ2ljYSBlbSBiZWzDqW0gcGGSAQdkZW50aXN0mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5UVVJ2ZGxCaU5uUm5SUkFC4AEA-gEECHUQRA!16s%2Fg%2F1tdnxzys?entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQAw%3D%3D",Pendente,Oportunidade,https://wa.me/5509131971125
